Generic Name,RXCUI,Therapeutic Class
goserelin,50610,Drug Hypersensitivity
goserelin,50610,Endometriosis
goserelin,50610,Lactation
goserelin,50610,Pregnancy
goserelin,50610,Prostatic Neoplasms
goserelin,50610,Goserelin
goserelin,50610,Hormone Receptor Modulators
goserelin,50610,Decreased Ovarian Estrogen Secretion
goserelin,50610,Pituitary Gland Activity Alteration
goserelin,50610,Testicular Endocrine Activity Alteration
goserelin,50610,Gonadotropin Releasing Hormone Receptor Agonists
goserelin,50610,Gonad regulating hormone-containing product
goserelin,50610,Gonadotropin releasing factor-containing product
goserelin,50610,Polypeptide-containing product
goserelin,50610,Gonadotropin Releasing Hormone Receptor Agonist
gotu kola extract,319837,Drug Hypersensitivity
gotu kola extract,319837,Fatigue
gotu kola extract,319837,Pregnancy
gotu kola extract,319837,Skin Diseases
gotu kola extract,319837,Venous Insufficiency
gotu kola extract,319837,Wounds and Injuries
gotu kola extract,319837,Unknown Cellular or Molecular Interaction
gotu kola extract,319837,Unknown Physiological Effect
gozetotide,2588949,Gallium Isotopes
gozetotide,2588949,Gallium Radioisotopes
gozetotide,2588949,Positron Emitting Activity
gozetotide,2588949,Radioactive Diagnostic Agent
gozetotide,2588949,Other diagnostic radiopharmaceuticals for tumour detection
grain mill dust allergenic extract,894795,"IMMUNOLOGICAL AGENTS,OTHER"
grain mill dust allergenic extract,894795,Allergen extracts
grama grass pollen extract,852197,Allergens
grama grass pollen extract,852197,Pollen
grama grass pollen extract,852197,Increased Histamine Release
grama grass pollen extract,852197,Cell-mediated Immunity
grama grass pollen extract,852197,Increased IgG Production
grama grass pollen extract,852197,Non-Standardized Pollen Allergenic Extract
grama grass pollen extract,852197,Allergen extracts
gramicidin,5011,"ANTI-INFECTIVE,TOPICAL OPHTHALMIC,OTHER"
gramicidin,5011,Antibiotics
gramicidin,5011,Antibacterial agent
gramicidin,5011,Peptide-containing product
gramicidin,5011,Drug Hypersensitivity
gramicidin,5011,Gramicidin
gramicidin,5011,"Eye Infections, Bacterial"
gramicidin,5011,Gram-Positive Bacterial Infections
gramicidin,5011,Protein Synthesis Inhibitors
gramicidin,5011,Decreased Protein Synthesis
granisetron,26237,Drug Hypersensitivity
granisetron,26237,Granisetron
granisetron,26237,Postoperative Nausea and Vomiting
granisetron,26237,Serotonin 5HT-3 Antagonists
granisetron,26237,Decreased Serotonin Activity
granisetron,26237,Emesis Suppression
granisetron,26237,Serotonin (5HT3) antagonists
granisetron,26237,ANTIEMETICS
granisetron,26237,5-HT3 receptor antagonist-containing product
granisetron,26237,Antiemetic agent
granisetron,26237,Nitrogen and/or nitrogen compound-containing product
granisetron,26237,Serotonin 3 Receptor Antagonists
granisetron,26237,Serotonin-3 Receptor Antagonist
grape extract,253172,Allergens
grape extract,253172,Dietary Proteins
grape extract,253172,Increased Histamine Release
grape extract,253172,Cell-mediated Immunity
grape extract,253172,Fruit Proteins
grape extract,253172,Non-Standardized Food Allergenic Extract
grape seed extract,237116,Grape Seed Extract
grape seed proanthocyanidins,283566,Proanthocyanidins
grape seed proanthocyanidins,283566,Grape Seed Extract
grapefruit allergenic extract,899424,Allergen extracts
grapefruit allergenic extract,899424,Allergens
grapefruit allergenic extract,899424,Dietary Proteins
grapefruit allergenic extract,899424,Increased Histamine Release
grapefruit allergenic extract,899424,Cell-mediated Immunity
grapefruit allergenic extract,899424,Fruit Proteins
grapefruit allergenic extract,899424,Non-Standardized Food Allergenic Extract
grapefruit extract,124323,Allergens
grapefruit extract,124323,Dietary Proteins
grapefruit extract,124323,Increased Histamine Release
grapefruit extract,124323,Cell-mediated Immunity
grapefruit extract,124323,Fruit Proteins
grapefruit extract,124323,Non-Standardized Food Allergenic Extract
grapefruit juice,1431224,HERBS/ALTERNATIVE THERAPIES
grapefruit peel extract,1358897,Allergens
grapefruit peel extract,1358897,Dietary Proteins
grapefruit peel extract,1358897,Increased Histamine Release
grapefruit peel extract,1358897,Cell-mediated Immunity
grapefruit peel extract,1358897,Fruit Proteins
grapefruit peel extract,1358897,Non-Standardized Food Allergenic Extract
grapefruit seed extract,259449,Plant Extracts
grapiprant,1862951,Benzenesulfonamides
grapiprant,1862951,Imidazoles
grapiprant,1862951,Pyridines
grapiprant,1862951,Sulfonylurea Compounds
gray birch pollen extract,852178,Allergen extracts
gray birch pollen extract,852178,Allergens
gray birch pollen extract,852178,Pollen
gray birch pollen extract,852178,Increased Histamine Release
gray birch pollen extract,852178,Cell-mediated Immunity
gray birch pollen extract,852178,Increased IgG Production
gray birch pollen extract,852178,Non-Standardized Pollen Allergenic Extract
grazoprevir,1734630,Ether structure-containing product
grazoprevir,1734630,Hepatitis C virus NS3/4A protease inhibitor-containing product
grazoprevir,1734630,Carbamate-containing product
grazoprevir,1734630,Nitrogen and/or nitrogen compound-containing product
grazoprevir,1734630,Antiviral agent
grazoprevir,1734630,Cyclopropane structure-containing product
grazoprevir,1734630,Atazanavir Sulfate
grazoprevir,1734630,Darunavir
grazoprevir,1734630,Alkynes
grazoprevir,1734630,Carbamazepine
grazoprevir,1734630,Cyclopropanes
grazoprevir,1734630,Phenytoin
grazoprevir,1734630,Pyridines
grazoprevir,1734630,Pyrones
grazoprevir,1734630,Quinoxalines
grazoprevir,1734630,Rifampin
grazoprevir,1734630,Sulfonamides
grazoprevir,1734630,Cyclosporine
grazoprevir,1734630,Liver Failure
grazoprevir,1734630,Saquinavir
grazoprevir,1734630,"Hepatitis C, Chronic"
grazoprevir,1734630,"Lactams, Macrocyclic"
grazoprevir,1734630,Benzoxazines
grazoprevir,1734630,Lopinavir
grazoprevir,1734630,Antivirals for treatment of HCV infections
grazoprevir,1734630,HCV NS3/4A Protease Inhibitors
grazoprevir,1734630,Organic Anion Transporting Polypeptide 1B1 Inhibitors
grazoprevir,1734630,Organic Anion Transporting Polypeptide 1B3 Inhibitors
grazoprevir,1734630,Breast Cancer Resistance Protein Inhibitors
grazoprevir,1734630,Cytochrome P450 3A Inhibitors
grazoprevir,1734630,Cytochrome P450 3A Inducers
grazoprevir,1734630,ANTIVIRALS
grazoprevir,1734630,Hepatitis C Virus NS3/4A Protease Inhibitor
greasewood pollen extract,852152,Allergens
greasewood pollen extract,852152,Pollen
greasewood pollen extract,852152,Increased Histamine Release
greasewood pollen extract,852152,Cell-mediated Immunity
greasewood pollen extract,852152,Increased IgG Production
greasewood pollen extract,852152,Non-Standardized Pollen Allergenic Extract
greasewood pollen extract,852152,Allergen extracts
green ash pollen extract,852491,Allergen extracts
green ash pollen extract,852491,Allergens
green ash pollen extract,852491,Pollen
green ash pollen extract,852491,Increased Histamine Release
green ash pollen extract,852491,Cell-mediated Immunity
green ash pollen extract,852491,Increased IgG Production
green ash pollen extract,852491,Non-Standardized Pollen Allergenic Extract
green bell pepper allergenic extract,862478,Allergen extracts
green bell pepper allergenic extract,862478,Allergens
green bell pepper allergenic extract,862478,Dietary Proteins
green bell pepper allergenic extract,862478,"Plant Proteins, Dietary"
green bell pepper allergenic extract,862478,Increased Histamine Release
green bell pepper allergenic extract,862478,Cell-mediated Immunity
green bell pepper allergenic extract,862478,Non-Standardized Food Allergenic Extract
green bell pepper extract,1315118,Non-Standardized Food Allergenic Extract
green english pea allergenic extract,2102798,Allergen extracts
green olive allergenic extract,971379,Allergen extracts
green olive allergenic extract,971379,Allergens
green olive allergenic extract,971379,Dietary Proteins
green olive allergenic extract,971379,Plant Proteins
green olive allergenic extract,971379,Increased Histamine Release
green olive allergenic extract,971379,Cell-mediated Immunity
green olive allergenic extract,971379,Fruit Proteins
green olive allergenic extract,971379,Non-Standardized Food Allergenic Extract
green olive allergenic extract,971379,Non-Standardized Plant Allergenic Extract
grepafloxacin,83719,Fluoroquinolones
grepafloxacin,83719,Piperazines
grepafloxacin,83719,Fluoroquinolone antibacterial agent
Grindelia ciliata pollen extract,2043451,Allergens
Grindelia ciliata pollen extract,2043451,Pollen
Grindelia ciliata pollen extract,2043451,Increased Histamine Release
Grindelia ciliata pollen extract,2043451,Cell-mediated Immunity
Grindelia ciliata pollen extract,2043451,Increased IgG Production
Grindelia ciliata pollen extract,2043451,Non-Standardized Pollen Allergenic Extract
griseofulvin,5021,ANTIFUNGALS
griseofulvin,5021,Antifungals for systemic use
griseofulvin,5021,Drug Hypersensitivity
griseofulvin,5021,Porphyrias
griseofulvin,5021,Pregnancy
griseofulvin,5021,Tinea Capitis
griseofulvin,5021,Tinea Pedis
griseofulvin,5021,Liver Failure
griseofulvin,5021,Cellular Growth Phase Arrest
griseofulvin,5021,Decreased DNA Replication
griseofulvin,5021,Tubulin Interactions
griseofulvin,5021,Microtubule inhibitor-containing product
griseofulvin,5021,Benzofuran-containing product
griseofulvin,5021,Antifungal agent
griseofulvin,5021,Griseofulvin
griseofulvin,5021,Antibiotics
griseofulvin,5021,Decreased Mitosis
griseofulvin,5021,Microtubule Inhibition
griseofulvin,5021,Tubulin Inhibiting Agent
groundsel pollen extract,897332,Allergen extracts
groundsel pollen extract,897332,Allergens
groundsel pollen extract,897332,Pollen
groundsel pollen extract,897332,Increased Histamine Release
groundsel pollen extract,897332,Cell-mediated Immunity
groundsel pollen extract,897332,Increased IgG Production
groundsel pollen extract,897332,Non-Standardized Pollen Allergenic Extract
guaiac,1373150,Guaiac
guaiacol,5031,Ether structure-containing product
guaiacol,5031,Oil-containing product
guaiacol,5031,Expectorant agent
guaiacol,5031,Guaiacol
guaiacolsulfonate,636827,Expectorants
guaiacolsulfonate,636827,Opium derivatives and expectorants
guaiacolsulfonate,636827,SCHEDULE II
guaiacolsulfonate,636827,Cough
guaiacolsulfonate,636827,Drug Hypersensitivity
guaiacolsulfonate,636827,Guaiacol
guaiacolsulfonate,636827,Increased Respiratory Secretions
guaiacolsulfonic acid,26288,Guaiacol
guaiazulene,26290,"Sesquiterpenes, Guaiane"
guaiazulene,26290,Azulenes
guaifenesin,5032,Opium alkaloids and derivatives
guaifenesin,5032,DECONGESTANT/ANTITUSSIVE/EXPECTORANT
guaifenesin,5032,NON-OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
guaifenesin,5032,Other cough suppressants
guaifenesin,5032,Expectorants
guaifenesin,5032,SCHEDULE V
guaifenesin,5032,SCHEDULE III
guaifenesin,5032,DECONGESTANT/ANTITUSSIVE/EXPECTORANT/ANALGESIC
guaifenesin,5032,DECONGESTANT/EXPECTORANT
guaifenesin,5032,"COLD REMEDIES,OTHER"
guaifenesin,5032,OPIOID-CONTAINING ANTITUSSIVES/EXPECTORANTS
guaifenesin,5032,Anilides
guaifenesin,5032,Sympathomimetics
guaifenesin,5032,SCHEDULE II
guaifenesin,5032,Xanthines
guaifenesin,5032,Aminoalkyl ethers
guaifenesin,5032,Ether structure-containing product
guaifenesin,5032,Expectorant agent
guaifenesin,5032,Bronchitis
guaifenesin,5032,Common Cold
guaifenesin,5032,Cough
guaifenesin,5032,Drug Hypersensitivity
guaifenesin,5032,Guaifenesin
guaifenesin,5032,Laryngitis
guaifenesin,5032,Pharyngitis
guaifenesin,5032,"Rhinitis, Allergic, Perennial"
guaifenesin,5032,Sinusitis
guaifenesin,5032,Whooping Cough
guaifenesin,5032,Decreased Respiratory Secretion Viscosity
guaifenesin,5032,Increased Respiratory Secretions
guaifenesin,5032,Expectorant
guaiol,2542348,"Sesquiterpenes, Guaiane"
guanabenz,5033,"ANTIHYPERTENSIVES,OTHER"
guanabenz,5033,"Child, Preschool"
guanabenz,5033,Guanabenz
guanabenz,5033,Hypertension
guanabenz,5033,Breast Milk Secretion
guanabenz,5033,Systemic Venous Vasodilation
guanabenz,5033,Adrenergic alpha2-Agonists
guanabenz,5033,Systemic Arterial Vasodilation
guanabenz,5033,Decreased Blood Pressure
guanabenz,5033,Nitrogen and/or nitrogen compound-containing product
guanabenz,5033,Central alpha-2 adrenergic receptor agonist-containing product
guanabenz,5033,Central alpha-2 Adrenergic Agonist
guanadrel,26296,Adrenergic neurone blocker-containing product
guanadrel,26296,Nitrogen and/or nitrogen compound-containing product
guanadrel,26296,Drug Hypersensitivity
guanadrel,26296,Guanidines
guanadrel,26296,Hypertension
guanadrel,26296,Pheochromocytoma
guanadrel,26296,Adrenergic alpha-Agonists
guanadrel,26296,Systemic Venous Vasodilation
guanadrel,26296,Systemic Arterial Vasodilation
guanadrel,26296,Decreased Autonomic Ganglionic Activity
guanadrel,26296,Decreased Blood Pressure
guanethidine,5036,Guanethidine
guanethidine,5036,Heart Failure
guanethidine,5036,Hypersensitivity
guanethidine,5036,Hypertension
guanethidine,5036,Pheochromocytoma
guanethidine,5036,Monoamine Oxidase Inhibitors
guanethidine,5036,Decreased Sympathetic Norepinephrine Activity
guanethidine,5036,Systemic Venous Vasodilation
guanethidine,5036,Adrenergic alpha2-Agonists
guanethidine,5036,Systemic Arterial Vasodilation
guanethidine,5036,Decreased Blood Pressure
guanethidine,5036,Guanidine derivatives and diuretics
guanethidine,5036,Guanidine derivatives
guanethidine,5036,Adrenergic neurone blocker-containing product
guanethidine,5036,Other antiglaucoma preparations
guanfacine,40114,Imidazoline receptor agonists
guanfacine,40114,"ANTIHYPERTENSIVES,OTHER"
guanfacine,40114,Attention Deficit Disorder with Hyperactivity
guanfacine,40114,Drug Hypersensitivity
guanfacine,40114,Hypersensitivity
guanfacine,40114,Hypertension
guanfacine,40114,Guanfacine
guanfacine,40114,Systemic Venous Vasodilation
guanfacine,40114,Adrenergic alpha2-Agonists
guanfacine,40114,Systemic Arterial Vasodilation
guanfacine,40114,Decreased Blood Pressure
guanfacine,40114,Nitrogen and/or nitrogen compound-containing product
guanfacine,40114,Central alpha-2 adrenergic receptor agonist-containing product
guanfacine,40114,Central alpha-2 Adrenergic Agonist
guanfacine,40114,SYMPATHOMIMETICS (ADRENERGICS)
guanidine,50675,Nitrogen and/or nitrogen compound-containing product
guanidine,50675,Drug Hypersensitivity
guanidine,50675,Lambert-Eaton Myasthenic Syndrome
guanidine,50675,Muscle Weakness
guanidine,50675,Guanidine
guanidine,50675,Increased Acetylcholine Activity
guanidine,50675,Unknown Cellular or Molecular Interaction
guanine,1372539,Guanine
guanosine,1591890,Guanosine
guar gum,26344,HERBS/ALTERNATIVE THERAPIES
guar gum,26344,Carbohydrate-containing product
guar gum,26344,"Other blood glucose lowering drugs, excl. insulins"
guar gum,26344,Galactans
guar gum,26344,Mannans
guar gum,26344,Plant Gums
guggul lipids,283568,Plant Extracts
gugulu extract,26346,Plant Extracts
gugulu extract,26346,Plant Gums
guinea pig dander,2166593,Allergens
guinea pig dander,2166593,Dander
guinea pig dander,2166593,Increased Histamine Release
guinea pig dander,2166593,Cell-mediated Immunity
guinea pig dander,2166593,Increased IgG Production
guinea pig dander,2166593,Non-Standardized Animal Dander Allergenic Extract
guinea pig dander,2166593,"Cells, Epidermal"
guinea pig hair extract,895507,Animal Fur
guinea pig hair extract,895507,Allergens
guinea pig hair extract,895507,Increased Histamine Release
guinea pig hair extract,895507,Cell-mediated Immunity
guinea pig hair extract,895507,Increased IgG Production
guinea pig hair extract,895507,Non-Standardized Animal Hair Allergenic Extract
guinea pig hair extract,895507,Allergen extracts
guinea pig skin extract,852298,Allergen extracts
guinea pig skin extract,852298,Allergens
guinea pig skin extract,852298,Increased Histamine Release
guinea pig skin extract,852298,Cell-mediated Immunity
guinea pig skin extract,852298,Increased IgG Production
guinea pig skin extract,852298,Non-Standardized Animal Skin Allergenic Extract
guinea pig skin extract,852298,"Cells, Epidermal"
guselkumab,1928588,Monoclonal antibody-containing product
guselkumab,1928588,Interleukin receptor antagonist-containing product
guselkumab,1928588,Psoriasis
guselkumab,1928588,"Antibodies, Monoclonal, Humanized"
guselkumab,1928588,Interleukin inhibitors
guselkumab,1928588,Antibody-Receptor Interactions
guselkumab,1928588,Interleukin-23 Antagonists
guselkumab,1928588,Interleukin-23 Antagonist
